animalRecoded,sireRecoded,damRecoded
6373,5675,3209
6374,780,131
6375,6651,1980
6376,1843,994
6377,3713,9793
6378,8858,10568
6379,746,967
6380,7353,8384
6381,5959,4562
6382,5550,9248
6383,8442,4239
6384,NULL,NULL
6385,494,8573
6386,9529,2071
6387,1294,3116
6388,3563,7108
6389,8445,9888
6390,5129,618
6391,3712,2826
6392,3498,7562
6393,9607,6927
6394,375,10366
6395,8865,10759
6396,6557,3203
6397,10079,1383
6398,5599,4688
6399,NULL,NULL
6400,834,870
6401,NULL,NULL
6402,717,6180
6403,7848,1351
6404,7604,586
6405,738,7356
6406,10136,9598
6407,9619,5776
6408,8273,3184
6409,8821,7969
6410,4443,69
6411,6328,8379
6412,NULL,NULL
6413,2204,6469
6414,9666,8242
6415,857,434
6416,7976,5013
6417,717,2504
6418,7749,7299
6419,7994,5807
6420,3181,4545
6421,2689,256
6422,6040,2158
6423,9827,9880
6424,8664,6483
6425,5282,8459
6426,6848,10639
6427,8821,1428
6428,8438,3721
6429,NULL,7433
6430,8664,487
6431,1603,7251
6432,8548,10124
6433,2964,2271
6434,5750,3077
6435,4913,5679
6436,2893,8428
6437,2579,4338
6438,7964,1866
6439,NULL,NULL
6440,NULL,NULL
6441,NULL,NULL
6442,2097,426
6443,9984,1939
6444,949,10100
6445,6398,409
6446,10428,9539
6447,8119,5907
6448,717,3332
6449,NULL,NULL
6450,825,971
6451,1273,5424
6452,5665,NULL
6453,5510,2420
6454,376,5052
6455,NULL,NULL
6456,3563,10944
6457,6499,2208
6458,981,418
6459,5221,8478
6460,2526,364
6461,9607,8855
6462,8442,8967
6463,1254,7191
6464,8600,NULL
6465,4928,314
6466,361,9971
6467,4036,8237
6468,2526,3321
6469,10107,8585
6470,7725,3347
6471,NULL,NULL
6472,NULL,NULL
6473,4213,6414
6474,519,3576
6475,6735,3419
6476,2932,3353
6477,5665,6441
6478,NULL,NULL
6479,10026,10540
6480,6872,9493
6481,NULL,NULL
6482,5736,5026
6483,212,9664
6484,1843,7866
6485,9312,9583
6486,5665,8961
6487,173,8346
6488,3671,8767
6489,7927,9037
6490,NULL,NULL
6491,8869,3261
6492,9398,5667
6493,7777,963
6494,5995,10972
6495,1781,2670
6496,2526,7969
6497,717,4867
6498,NULL,NULL
6499,1294,1717
6500,7353,4946
6501,5221,7984
6502,10112,10214
6503,NULL,NULL
6504,NULL,NULL
6505,730,4734
6506,8858,8189
6507,1603,10299
6508,2865,9663
6509,2746,8583
6510,3712,7476
6511,2893,8466
6512,3214,3950
6513,7976,7232
6514,5221,1483
6515,6304,8314
6516,285,5596
6517,9984,759
6518,10107,7503
6519,NULL,NULL
6520,3882,1967
6521,NULL,NULL
6522,6732,NULL
6523,2746,6804
6524,7280,2533
6525,181,3506
6526,9123,5339
6527,10711,3870
6528,7109,4685
6529,9074,4040
6530,212,1268
6531,2526,6162
6532,9925,NULL
6534,5664,8702
6535,749,971
6536,8826,3126
6537,3671,10019
6538,6326,8605
6539,5255,5971
6540,1372,3847
6541,NULL,NULL
6542,7447,5678
6543,NULL,NULL
6544,NULL,NULL
6545,717,5668
6546,9355,8351
6547,5034,662
6548,2499,4137
6549,NULL,NULL
6550,9984,4391
6551,4851,6604
6552,NULL,3925
6553,949,10274
6554,5665,515
6555,2865,3414
6556,10711,9781
6557,2638,4
6558,NULL,NULL
6559,6731,7538
6560,10251,8300
6561,494,4416
6562,2526,9013
6563,4644,4945
6564,9074,306
6565,6006,951
6566,4443,817
6567,9082,1120
6568,746,6505
6569,4644,6638
6570,825,6029
6571,7490,8570
6572,10194,8634
6573,3862,6163
6574,5535,3517
6575,2491,7633
6576,4684,8044
6577,297,5364
6578,4482,8657
6579,717,9700
6580,456,40
6581,4214,8816
6582,2204,7934
6583,3671,625
6584,7353,1900
6585,8865,4677
6586,3041,4278
6587,5129,2409
6588,10428,9092
6589,1688,8082
6590,3153,10321
6591,3213,NULL
6592,9711,6003
6593,1294,3823
6594,825,2371
6595,8846,10803
6596,339,1913
6597,746,9374
6598,5235,5733
6599,3153,10299
6600,8865,10365
6601,1843,3008
6602,6888,2358
6603,1431,6084
6604,4853,3595
6605,9312,9039
6606,1788,626
6607,NULL,NULL
6608,990,3091
6609,327,5884
6610,241,2527
6611,676,3753
6612,8664,7130
6613,1584,1707
6614,NULL,NULL
6615,8821,1152
6616,8140,668
6617,2280,1450
6618,6735,6377
6619,6221,1567
6620,NULL,NULL
6621,7132,6115
6622,9312,8655
6623,1527,1642
6624,10835,10928
6625,6833,5712
6626,5283,8707
6627,9312,744
6628,5445,10732
6629,5550,2944
6630,8109,101
6631,5357,8448
6632,4415,733
6633,4384,2437
6634,6875,5756
6635,5987,8878
6636,1039,2888
6637,3498,7112
6638,2932,6005
6639,4213,3634
6640,NULL,NULL
6641,4795,10034
6642,746,5257
6643,6333,8980
6644,6324,4358
6645,5064,3138
6646,7659,6793
6647,NULL,NULL
6648,10107,10205
6649,9666,3925
6650,5550,7680
6651,3061,2811
6652,NULL,NULL
6653,9060,7295
6654,9060,2245
6655,NULL,NULL
6656,4456,1360
6657,1527,7445
6658,3574,6235
6659,4213,2552
6660,NULL,NULL
6661,3628,4358
6662,2526,6218
6663,6735,10204
6664,3712,1582
6665,6326,6750
6666,NULL,NULL
6667,2526,880
6668,191,8135
6669,9074,2829
6670,9066,10357
6671,5116,7548
6672,6326,2761
6673,3934,8411
6674,5129,10442
6675,10711,3705
6676,888,2860
6677,9984,7358
6678,1338,5198
6679,7788,6789
6680,NULL,NULL
6681,8626,3614
6682,1254,9539
6683,6848,2445
6684,6344,10755
6685,1254,1687
6686,5962,7563
6687,7848,9361
6688,8664,5508
6689,NULL,NULL
6690,3671,4924
6691,1123,9217
6692,1782,10745
6693,2932,1558
6694,717,9543
6695,2157,1136
6696,8865,8349
6697,1254,2898
6698,NULL,NULL
6699,NULL,NULL
6700,4214,1821
6701,494,6895
6702,2746,10506
6703,7848,3123
6704,10711,10707
6705,NULL,NULL
6706,519,5840
6707,8865,4429
6708,NULL,NULL
6709,NULL,NULL
6710,NULL,NULL
6711,720,8056
6712,9009,10552
6713,8674,9601
6714,4456,4750
6715,8996,5046
6716,9014,4236
6717,8865,486
6718,7013,7373
6719,3498,6296
6720,9548,3246
6721,3563,5475
6722,676,2993
6723,3093,4490
6724,860,7750
6725,4835,10424
6726,10107,5023
6727,327,8560
6728,717,9091
6729,9827,2703
6730,7455,NULL
6732,9392,10833
6733,860,6266
6734,5235,4588
6735,7459,4085
6736,7848,3038
6737,NULL,5852
6738,4482,4381
6739,6333,10649
6740,6833,4941
6741,6759,6308
6742,6844,6035
6743,2965,10614
6744,7848,599
6745,8821,6722
6746,5451,5424
6747,9984,9518
6748,8821,6218
6749,6879,3037
6750,4195,8125
6751,5034,7380
6752,6462,6003
6753,5582,NULL
6754,376,8873
6755,3225,1215
6756,8865,6267
6757,NULL,NULL
6758,6324,8882
6759,10027,10267
6760,7825,8201
6761,2792,1802
6762,456,3215
6763,8865,259
6764,4885,3952
6765,3225,1698
6766,2526,1428
6767,NULL,NULL
6768,1431,10998
6769,4851,3901
6770,5750,NULL
6771,6326,7152
6772,3494,5288
6773,5835,NULL
6774,8123,6784
6775,717,7866
6776,9984,194
6777,6735,6713
6778,6603,7897
6779,7842,8848
6780,746,9840
6781,NULL,NULL
6782,3498,10278
6783,9398,10299
6784,1396,3277
6785,990,9588
6786,1843,6323
6787,7353,7537
6788,7963,5791
6789,2932,4608
6790,10905,6071
6791,10999,6143
6792,5235,9699
6793,5034,5801
6794,4021,5823
6795,NULL,NULL
6796,9619,814
6797,730,6290
6798,5193,NULL
6799,241,5554
6800,5987,6765
6801,10860,6885
6802,NULL,NULL
6803,5116,6726
6804,9963,7768
6805,2319,5813
6806,4853,5667
6807,6326,7500
6808,565,1479
6809,4415,1379
6810,NULL,NULL
6811,1915,1245
6812,5550,4695
6813,4603,10352
6814,1752,6093
6815,7604,2622
6816,7322,3331
6817,746,3367
6818,7976,8478
6819,825,5058
6820,3704,4631
6821,5116,2337
6822,494,6530
6823,3882,2633
6824,10835,2007
6825,NULL,NULL
6826,7927,1207
6827,9982,211
6828,6833,1411
6829,9403,3996
6830,7353,1160
6831,717,6372
6832,6735,9006
6833,8136,9762
6834,4885,314
6835,7132,9848
6836,6380,3661
6837,8252,2340
6838,10288,10177
6839,676,7934
6840,5083,8183
6841,4644,5851
6842,3949,5615
6843,6220,8006
6844,7902,3776
6845,405,1799
6847,NULL,NULL
6848,5577,6584
6849,1752,7997
6850,NULL,NULL
6851,5571,7172
6852,2426,3516
6853,7613,2863
6854,7353,1203
6855,9607,10183
6856,3703,8553
6857,NULL,NULL
6858,9398,9247
6859,2965,3219
6860,6462,4455
6861,8176,NULL
6862,990,5348
6863,6848,124
6864,1273,1913
6865,5235,10768
6866,6557,10599
6867,4131,8408
6868,2157,5676
6869,494,19
6870,6326,8882
6871,8865,10226
6873,4851,10427
6874,3934,10320
6875,9227,8972
6876,1304,6129
6877,10999,9729
6878,7109,10278
6880,9014,7550
6881,1603,4866
6882,3486,5658
6883,2360,NULL
6884,9926,779
6885,6324,5388
6886,746,4518
6887,10117,NULL
6888,2360,10674
6889,1603,4349
6890,10160,9071
6891,1463,1714
6892,5665,948
6893,3225,6427
6894,5357,99
6895,5451,3360
6896,4885,2849
6897,9666,3707
6898,5582,8126
6899,5665,7448
6900,4425,NULL
6901,565,6365
6902,8826,7305
6903,5991,6259
6904,4795,2549
6905,NULL,5446
6906,NULL,NULL
6907,NULL,NULL
6908,1294,5290
6909,1752,9321
6910,1752,8913
6911,1039,8911
6912,6462,3796
6913,3704,3155
6914,10251,10850
6915,5451,5861
6916,10107,10539
6918,1828,3349
6919,5034,8310
6920,NULL,NULL
6921,140,4618
6922,5129,9314
6923,6653,82
6924,8821,9410
6925,2851,NULL
6926,NULL,NULL
6927,749,1939
6928,7109,6257
6929,5979,277
6930,4875,NULL
6931,5192,5663
6932,833,1891
6933,NULL,4572
6934,5129,6751
6935,712,10633
6936,2315,4616
6937,4913,3522
6938,7848,370
6939,2932,4567
6940,1431,6291
6941,717,8510
6942,4928,2489
6943,4851,3029
6944,2893,3306
6945,9312,10087
6946,2932,3726
6947,4131,298
6948,8858,2533
6949,6333,4997
6950,10835,6003
6951,4213,10236
6952,3704,5589
6953,494,5667
6954,6990,8766
6955,NULL,NULL
6956,7976,3069
6957,6651,1163
6958,339,10552
6959,6879,2952
6960,5987,2672
6961,8846,8904
6962,6499,7289
6963,5715,NULL
6964,834,2691
6965,NULL,141
6966,990,2827
6967,3214,3660
6968,5571,1173
6969,NULL,NULL
6970,5868,628
6971,6735,184
6972,10351,NULL
6973,746,10367
6974,361,4358
6975,5140,399
6976,8023,4207
6977,6691,2940
6978,181,1246
6979,361,8875
6980,7659,3596
6981,8670,2200
6982,2310,6257
6983,8826,1065
6984,8858,2328
6985,191,7922
6986,5283,4416
6987,6333,6750
6988,7505,7063
6989,6729,6055
6990,2972,10946
6991,8134,2057
6992,3698,6043
6993,2965,8490
6994,7796,6500
6995,717,10800
6996,4195,6479
6997,9014,1379
6998,3225,3332
6999,8626,5786
7000,6691,9045
7001,3153,2911
7002,7604,6282
7003,5034,4968
7004,NULL,NULL
7005,NULL,NULL
7006,841,1210
7007,NULL,NULL
7008,6603,540
7009,7077,6846
7010,3498,5966
7011,6278,4812
7012,3934,3432
7013,10575,1169
7014,NULL,NULL
7015,3615,7116
7016,7725,4373
7017,4835,2501
7018,1843,9905
7019,9666,8320
7020,5034,7996
7021,5017,2674
7022,4094,10559
7023,6122,9632
7024,7353,8293
7025,7673,10878
7026,8865,4401
7027,519,4246
7028,6499,10448
7029,9619,9301
7030,1752,4273
7031,9984,5426
7032,3882,9493
7033,5550,312
7034,NULL,NULL
7035,6006,807
7036,NULL,NULL
7037,7796,2420
7038,10428,10922
7039,949,6812
7040,NULL,NULL
7041,6090,9816
7042,8922,2717
7043,746,6139
7044,4603,2828
7045,7353,8404
7046,3384,4319
7047,7848,8330
7048,5550,715
7049,192,10818
7050,NULL,NULL
7051,9984,1163
7052,NULL,NULL
7053,3593,7594
7054,3574,8995
7055,7438,8097
7056,NULL,NULL
7057,NULL,NULL
7058,3498,4375
7059,6833,8816
7060,8119,2054
7061,717,6271
7062,8664,7027
7063,NULL,NULL
7064,5814,8830
7065,6741,6374
7066,6221,4168
7067,140,8801
7068,4851,2875
7069,6735,6589
7070,8720,3945
7071,89,9795
7072,10603,5184
7073,NULL,NULL
7074,757,7390
7075,2754,3648
7076,6872,10510
7077,546,NULL
7078,4603,5099
7079,5694,10536
7080,5870,5958
7081,746,7330
7082,9666,10598
7083,7121,NULL
7084,5627,4105
7085,6848,3901
7086,7280,6469
7087,6833,5077
7088,2964,8974
7089,3183,866
7090,7353,8995
7091,2964,7570
7092,7109,6622
7093,9074,7380
7094,9496,2680
7095,7129,9877
7096,NULL,NULL
7097,7848,10798
7098,9656,10395
7099,2310,10274
7100,4131,1618
7101,5777,10881
7102,6221,7105
7103,339,7238
7104,3373,9275
7105,1463,10540
7106,7132,7824
7107,8821,5505
7108,5571,5638
7109,3593,3831
7110,4213,3528
7111,3573,7489
7112,9014,4128
7113,5584,9735
7114,NULL,NULL
7115,3216,7543
7116,8826,3555
7117,7353,258
7118,6324,10195
7119,6653,4901
7120,4951,6530
7121,1415,3911
7122,NULL,6247
7123,5116,5342
7124,2746,9955
7125,5715,7209
7126,9355,5823
7127,10711,4898
7128,5571,3536
7129,4135,NULL
7130,3574,10445
7131,7353,7537
7132,8670,2031
7133,7848,6832
7134,10835,509
7135,NULL,NULL
7136,5887,1064
7137,NULL,NULL
7138,363,2365
7139,6324,10483
7140,606,3707
7141,7976,5770
7142,8865,10784
7143,4384,5552
7144,NULL,NULL
7145,6090,3496
7146,990,4173
7147,8826,3605
7148,717,373
7149,7673,1997
7150,4644,2201
7151,9312,6508
7152,6888,1421
7153,1463,9257
7154,3498,9673
7155,3563,3647
7156,NULL,NULL
7157,9984,10849
7158,NULL,NULL
7159,10711,3705
7160,9355,4475
7161,4885,10774
7162,717,5668
7163,8664,1991
7164,2964,2931
7165,6943,7224
7166,2204,8499
7167,8747,8343
7168,2526,2550
7169,NULL,NULL
7170,7848,7284
7171,9811,5674
7172,191,6367
7173,NULL,NULL
7174,6943,759
7175,2061,10198
7176,2204,3414
7177,10037,2488
7178,10079,2911
7179,4456,9976
7180,7994,10963
7181,4951,5847
7183,9398,2911
7184,3498,6345
7185,5987,1766
7186,1527,2946
7187,10079,1364
7188,NULL,NULL
7189,4482,10030
7190,5357,2318
7191,7825,1909
7192,10027,2771
7193,NULL,NULL
7194,3239,2867
7195,6462,7218
7196,5520,3510
7197,9666,2049
7198,9870,NULL
7199,NULL,NULL
7200,6324,5737
7201,6006,4712
7202,2195,331
7203,5451,6714
7204,NULL,NULL
7205,4415,6837
7206,6326,10710
7207,NULL,NULL
7208,NULL,NULL
7209,2483,389
7210,10288,5441
7211,922,6776
7212,8532,2844
7213,NULL,NULL
7214,3712,NULL
7215,NULL,989
7216,801,3760
7217,2116,1256
7218,8672,4602
7219,89,NULL
7220,2078,5415
7221,4492,5198
7222,746,6505
7223,2499,3389
7224,9619,2100
7225,NULL,5101
7226,NULL,NULL
7227,7899,NULL
7228,5987,7866
7229,4522,2069
7230,3623,NULL
7231,5987,8940
7232,6651,2054
7233,3574,8881
7234,6221,1073
7235,5296,9873
7236,7900,NULL
7237,746,8982
7238,3704,10576
7239,8119,194
7240,8783,10728
7241,4214,10059
7242,327,6435
7243,8821,7033
7244,10999,382
7245,4415,8363
7246,8981,8609
7248,1254,775
7249,5103,NULL
7250,NULL,NULL
7251,3574,8242
7252,NULL,5780
7253,5221,3606
7254,5715,3942
7255,10027,6471
7256,9319,10688
7257,2685,NULL
7258,NULL,NULL
7259,NULL,NULL
7260,2579,10911
7261,NULL,NULL
7262,215,4360
7263,7994,3742
7264,8826,9401
7265,7353,9669
7266,2762,NULL
7267,10711,2367
7268,9009,773
7269,4851,8372
7270,212,5667
7271,4697,3468
7272,6324,4302
7273,5868,4296
7274,3153,7197
7275,5083,17
7276,7848,906
7277,9074,6453
7278,3713,8293
7279,6557,4886
7280,3434,4763
7281,7296,2920
7282,339,6457
7283,4214,6714
7284,9398,1712
7285,7994,9931
7286,738,7671
7287,3713,1000
7288,212,6895
7289,5550,9038
7290,NULL,NULL
7291,407,3549
7292,3934,1697
7293,4951,10477
7294,8869,10952
7295,4443,2664
7296,NULL,3825
7297,2865,8553
7298,7848,3661
7299,9375,8523
7300,922,1939
7301,9619,3086
7302,10582,6992
7303,5420,9575
7304,191,9004
7306,3253,3532
7307,2526,9410
7308,NULL,NULL
7309,2526,29
7310,3225,5952
7311,8947,9251
7312,5987,184
7313,5034,776
7314,3546,NULL
7315,6221,9147
7316,1367,NULL
7317,2965,3298
7318,10525,8390
7319,5987,2452
7320,10835,10349
7321,7788,9262
7322,5627,9651
7323,3214,6751
7324,4951,4723
7325,NULL,10198
7326,NULL,NULL
7327,NULL,NULL
7328,3608,4626
7329,2578,8173
7330,6326,3215
7331,1781,10776
7332,4067,1035
7333,8858,3644
7334,5797,NULL
7335,746,5107
7336,2746,2117
7337,3882,3881
7338,NULL,NULL
7339,NULL,10187
7340,990,4342
7341,4482,9110
7342,2526,4739
7343,9060,5285
7344,6333,8152
7345,5282,3634
7346,NULL,NULL
7347,3153,2407
7348,3628,4344
7349,NULL,3783
7350,746,3963
7351,7848,1490
7352,NULL,NULL
7353,2746,1851
7354,6326,6667
7355,191,5673
7356,8865,5847
7357,2965,8065
7358,9984,10324
7359,2932,8364
7360,6499,8054
7361,6326,4494
7362,NULL,NULL
7363,7296,9945
7364,NULL,8796
7365,1870,10382
7366,494,5852
7367,2653,6118
7368,4672,NULL
7369,5083,2632
7370,532,5984
7371,2746,9971
7372,5034,662
7373,6772,8771
7374,6543,9544
7375,NULL,NULL
7376,5357,7356
7377,2566,988
7379,3704,2389
7380,3713,458
7381,1752,9429
7382,4456,9429
7383,532,8926
7384,7963,2228
7385,NULL,9293
7386,7848,735
7387,5221,12
7388,4603,2750
7389,5550,8231
7390,NULL,NULL
7391,10537,5758
7392,4624,590
7393,2259,5706
7394,9666,4052
7395,4131,9410
7396,4644,2338
7397,676,4298
7398,7332,3834
7399,1603,5716
7400,2204,3414
7401,7848,10721
7402,4213,3450
7403,4135,3026
7404,10428,4580
7405,7725,7034
7406,3216,1052
7407,7848,372
7408,9398,5840
7409,361,7866
7410,10867,8854
7411,5136,105
7412,8445,4837
7413,NULL,NULL
7414,8393,9570
7415,4384,6131
7416,3671,6585
7417,NULL,NULL
7418,6085,4088
7419,NULL,NULL
7420,2792,10840
7421,6324,6531
7422,7848,7538
7423,7848,10365
7424,8445,8700
7425,3703,5994
7426,NULL,NULL
7427,3704,7201
7428,4482,1987
7429,181,2799
7430,717,6786
7431,10026,10331
7432,4290,1907
7433,NULL,NULL
7434,1463,7608
7435,9506,5141
7436,5636,932
7437,6326,5973
7439,5537,7120
7440,1679,391
7441,5357,3223
7442,NULL,NULL
7443,1273,5861
7444,494,10339
7445,1396,2877
7446,9607,2445
7447,NULL,NULL
7448,531,1530
7449,4110,6372
7450,3704,10014
7451,9739,NULL
7452,10027,3775
7453,749,8855
7454,4306,5647
7455,7760,8216
7456,5868,8816
7457,857,10175
7458,10251,2278
7459,3355,6229
7460,8007,2868
7461,216,3570
7462,NULL,3612
7463,3704,3794
7464,2746,6139
7465,4604,4369
7466,4384,9095
7467,5282,989
7468,10079,4495
7469,5987,11002
7470,8548,1263
7471,5868,3360
7472,949,783
7473,9323,8775
7475,361,6139
7476,4474,3398
7477,1039,7410
7478,NULL,NULL
7479,2526,9905
7480,4456,773
7481,2746,994
7482,2204,8729
7483,NULL,NULL
7484,3494,4688
7485,NULL,1283
7486,565,7578
7487,4213,3791
7488,3216,5020
7489,NULL,NULL
7490,9335,8782
7491,10288,9653
7492,10112,104
7493,5282,3993
7494,9607,8855
7495,2792,2519
7496,NULL,NULL
7497,494,4475
7498,2204,7389
7499,717,6323
7500,8858,8152
7501,5282,844
7502,NULL,NULL
7503,4415,4826
7504,6691,9118
7505,3066,6301
7506,990,9110
7507,1915,139
7508,2865,5498
7509,4131,1045
7510,4110,5257
7511,9074,5073
7513,4853,3417
7514,9984,10197
7515,834,10483
7516,NULL,NULL
7517,9711,4012
7518,6326,3732
7519,8869,1945
7520,4213,8822
7521,565,8097
7522,749,10721
7523,NULL,NULL
7524,5868,2208
7525,2499,1094
7526,5397,4551
7527,NULL,NULL
7528,5116,6726
7529,10924,NULL
7530,8826,4289
7531,3671,6236
7532,8947,578
7533,1584,5424
7534,4885,7568
7535,2491,3887
7536,4110,3785
7537,10582,10637
7538,738,6869
7539,3574,2205
7540,NULL,2388
7541,10582,4800
7542,2274,5841
7543,8445,10333
7544,519,6483
7545,606,3298
7546,5260,6989
7547,NULL,NULL
7548,10711,10199
7549,676,6272
7550,7795,8210
7551,857,9193
7552,5504,4412
7553,5129,4968
7554,6935,477
7555,4550,4186
7556,4171,NULL
7557,3498,951
7558,6879,3994
7559,10167,1364
7560,7825,9499
7561,6735,4509
7562,4885,1734
7563,5140,8369
7564,2775,9370
7565,2932,3503
7566,NULL,NULL
7567,327,6435
7568,3842,6730
7569,5550,9027
7570,191,10015
7571,3704,4495
7572,8865,3895
7573,10251,5849
7574,7280,349
7575,NULL,NULL
7576,327,1791
7577,NULL,NULL
7578,6651,4084
7579,192,6337
7580,9496,9635
7581,494,9321
7582,4384,6336
7583,6937,5184
7584,2608,4130
7585,9666,8796
7586,6833,4142
7587,7848,4175
7588,6651,7655
7589,6943,7458
7590,6861,15
7591,1688,1698
7592,5283,6944
7593,NULL,NULL
7594,1294,3430
7595,212,2153
7596,6324,9906
7597,3703,9494
7598,8263,3193
7599,NULL,NULL
7600,9074,9293
7601,6499,10425
7602,9619,9001
7603,9984,8077
7604,6462,4949
7605,5571,3969
7606,361,1616
7607,9009,6305
7608,5116,9365
7609,4185,6698
7610,4094,2857
7611,5627,10750
7612,NULL,NULL
7613,1431,3180
7614,5221,718
7615,NULL,NULL
7616,NULL,NULL
7617,7613,4012
7618,5451,2504
7619,6221,10201
7620,3882,4598
7621,9926,9441
7622,746,578
7623,2746,5818
7624,339,3794
7625,746,4629
7626,7604,5772
7627,10229,1051
7628,8674,10805
7629,NULL,NULL
7630,5469,1724
7631,NULL,NULL
7632,5627,2845
7633,4315,7717
7634,5357,1088
7635,5136,5418
7636,4110,10104
7637,7604,3277
7638,216,4931
7639,763,551
7640,NULL,NULL
7641,3882,4462
7642,833,3001
7643,5665,7738
7644,519,1031
7645,5397,4657
7646,2965,7598
7647,10288,4382
7648,10711,3107
7649,6943,5501
7650,192,8875
7651,922,10382
7652,2360,9201
7653,5537,6414
7654,6499,5929
7655,3214,4308
7656,215,8980
7657,2932,504
7658,7016,NULL
7659,10475,5272
7660,7848,10659
7661,6735,4872
7662,9529,2923
7663,705,79
7664,NULL,NULL
7665,3671,9221
7666,2377,10189
7667,1983,8744
7668,8445,6255
7669,8869,6070
7670,565,7224
7671,8865,731
7672,NULL,NULL
7673,315,7065
7674,1603,3953
7675,297,8985
7676,8670,3485
7677,4366,2304
7678,4195,1152
7679,361,10832
7680,3293,5911
7681,6324,4173
7682,7673,10352
7683,7613,7944
7684,9074,2710
7685,6875,4786
7686,3671,8330
7687,1527,8707
7688,9496,687
7689,7673,3816
7690,5987,1459
7691,1765,440
7692,1463,1397
7693,4597,NULL
7694,1915,6699
7695,5116,3734
7696,8664,4900
7697,NULL,NULL
7698,2499,7753
7699,4482,7716
7700,3355,5138
7701,2526,10619
7702,4624,1791
7703,10361,10394
7704,5537,7671
7705,3704,2504
7706,NULL,NULL
7707,NULL,4495
7708,5221,9635
7709,4928,3258
7710,3216,1284
7711,10711,5317
7712,10157,NULL
7713,1843,5668
7714,192,6619
7715,5262,5431
7716,730,4997
7717,1142,8440
7718,10428,10338
7719,7848,10259
7720,4684,4476
7721,532,745
7722,7353,6021
7723,746,8654
7724,2590,5261
7725,3195,2388
7726,8532,6845
7727,5968,9160
7728,6324,3639
7729,519,2407
7730,1781,7370
7731,NULL,NULL
7732,8846,3722
7733,1781,5184
7734,4928,693
7735,5221,7984
7736,1463,5651
7737,2653,4893
7738,NULL,NULL
7739,3882,1384
7740,7138,4326
7741,321,7726
7742,2360,5811
7743,4213,487
7744,3704,3068
7745,181,2799
7746,5357,6717
7747,9442,8490
7748,6872,582
7749,3494,9872
7750,990,4867
7751,NULL,6560
7752,5729,528
7753,8858,4997
7754,1801,4689
7755,4478,6522
7756,4131,5933
7757,6943,4755
7758,8821,3401
7759,NULL,NULL
7760,1353,10237
7761,10288,8321
7762,712,867
7763,10428,1558
7764,1254,7657
7765,5283,1150
7766,10700,6331
7767,6729,2098
7768,6462,7516
7769,1039,5733
7770,1584,8816
7771,NULL,NULL
7772,NULL,NULL
7773,6462,6572
7774,5357,4852
7775,7848,7870
7776,6324,5072
7777,NULL,NULL
7778,4384,5780
7779,9984,1343
7780,8106,4760
7781,6767,286
7782,1752,8451
7783,3153,2267
7784,NULL,NULL
7785,1781,8828
7786,717,6323
7787,7132,2484
7789,7659,1343
7790,5083,2485
7791,8672,6110
7792,3225,4629
7793,4624,7818
7794,6462,5548
7795,3949,2839
7796,3093,335
7797,2360,4179
7798,3628,505
7799,9143,1108
7800,5665,10473
7801,2171,4726
7802,2871,2127
7803,3934,6426
7804,8865,5753
7805,2932,8504
7806,833,7458
7807,140,1423
7808,5599,8666
7809,NULL,NULL
7810,6499,9062
7811,519,8242
7812,5221,7757
7813,7874,4953
7814,5193,5308
7815,NULL,NULL
7816,8119,6832
7817,3593,5722
7818,8826,5204
7819,NULL,NULL
7820,NULL,NULL
7821,7280,4381
7822,9619,4618
7823,2893,2437
7824,10026,2201
7825,8670,8113
7826,3704,10175
7827,6875,7130
7828,9496,2074
7829,6380,9605
7830,3574,9149
7831,2526,3644
7832,6380,5087
7833,68,10676
7834,456,5689
7835,9085,697
7836,676,10586
7837,8821,4212
7838,565,4408
7839,3882,5739
7840,2746,1243
7841,3563,2944
7842,NULL,NULL
7843,5193,378
7844,5235,5143
7845,4468,NULL
7846,NULL,NULL
7847,3671,5419
7849,5537,6294
7850,10582,1283
7851,NULL,NULL
7852,10711,2374
7853,717,4769
7854,1603,8101
7855,375,6790
7856,8672,4929
7857,9694,5555
7858,6221,4941
7859,NULL,NULL
7860,531,479
7861,9982,8510
7862,NULL,NULL
7863,717,3785
7864,5510,6974
7865,5116,5274
7866,6653,4734
7867,5387,4829
7868,1870,10402
7870,738,8466
7871,5799,8330
7872,5357,4677
7873,3855,601
7874,5665,6103
7875,8865,7585
7876,361,7831
7877,376,1152
7878,8690,6534
7879,NULL,NULL
7880,10553,4467
7881,191,1538
7882,1123,8604
7883,9984,3676
7884,10037,106
7885,717,10104
7886,2526,8980
7887,NULL,NULL
7888,1752,5787
7889,3882,6203
7890,494,10230
7891,NULL,NULL
7892,990,8220
7893,5136,10935
7894,10582,4587
7895,6006,5851
7896,4795,2794
7897,NULL,NULL
7898,3563,3892
7899,7725,10547
7900,4651,3808
7901,1123,554
7902,6478,10290
7903,9355,4486
7904,9496,2937
7905,5283,3926
7906,7280,4695
7907,5987,2619
7908,8119,10233
7909,NULL,NULL
7910,8800,8945
7911,1694,1743
7912,4853,9492
7913,NULL,NULL
7914,3754,9418
7915,5987,4960
7916,7353,4551
7917,8865,4280
7918,4303,7261
7919,456,1027
7920,4928,3343
7921,1688,4769
7922,9926,6576
7923,NULL,NULL
7924,3934,4967
7925,3214,5426
7926,10711,778
7927,3355,742
7928,6735,8100
7929,825,6365
7930,3698,6372
7931,10711,9365
7932,949,4054
7933,5283,4382
7934,2865,2993
7935,4371,4497
