ANIMAL_ID,SIRE_ID,DAM_ID
DUMMYHUK2891M,650000000228486311M,010000001026128911F
DUMMYHUK359F,640000000032762411M,200000000532525811F
DUMMYHUK699M,120000000000076411M,010000000646405411F
010000000857115011F,640000000034286011M,010000000741938611F
DUMMYHUK900F,640000000032110111M,010000000741938611F
DUMMYHUK1923F,650000000202004911M,010000000838717311F
010000000924985411F,010000000043811911M,010000000838717211F
DUMMYHUK1927F,640000000033757811M,010000000823275911F
DUMMYHUK853M,650000000190501711M,010000000771748111F
DUMMYHUK875F,650000000191005311M,010000000787570911F
010000000874846511F,640000000036316211M,010000000787571411F
DUMMYHUK1174M,650000000202284411M,010000000803979511F
DUMMYHUK993M,630000031165144311M,010000000803979511F
200000000390418211F,200000000030997111M,200000000320155411F
DUMMYHUK1118F,DUMMYHUK44M,010000000818959111F
010000000881196611F,650000000207350511M,010000000818959111F
DUMMYHUK1646F,650000000210329711M,010000000821361511F
650000000189121311M,650000000165041411M,650000001020439411F
650000000189806011M,650000000168438511M,630000098001745411F
640000000033429411M,650000000149100711M,640000000259286711F
DUMMYHUK2207M,650000000225721211M,010000000878348511F
DUMMYHUK1837M,650000000220330611M,010000000893469011F
010000001003496111F,120000000000298411M,010000000917151311F
010000001077950311F,650000012218557311M,010000000958085011F
DUMMYHUK2591F,010000000046116511M,010000000991506811F
DUMMYHUK3876M,650000006054033611M,010000001159337611F
DUMMYHUK4101M,640000000751149411M,010000001188585311F
DUMMYHUK4301M,DUMMYHUK11M,010000001220042111F
DUMMYHUK3208M,650000001724630311M,010000001129006611F
DUMMYHUK3781M,650000006054033611M,010000001129006611F
010000001107854311F,010000000058798411M,010000001028180311F
010000001124205811F,650000000228486311M,010000001028180311F
010000001144963711F,650000001805491811M,010000001028180311F
DUMMYHUK4109M,*,010000001210116111F
DUMMYHUK4504M,*,010000001240740311F
DUMMYHUK3777M,650000006054033611M,010000001182394311F
010000000575667411F,640000000032081711M,010000000446585611F
200000000573196811F,200000000039645111M,200000000482613211F
200000000395332011F,200000000029293711M,200000000293090411F
010000000448858011F,200000000029949511M,010000000402612611F
200000000035498111M,200000000020692511M,200000000236570811F
710000500823845711M,650000006059700311M,650000006137642811F
630000077665452811M,640000000038362211M,630000096164169011F
640000000033339111M,640000000027593211M,640000000248418011F
200000000030997111M,200000000026015311M,*
DUMMYHUK2005M,640000000037650411M,010000000893469311F
DUMMYHUK2433M,*,010000000948081611F
DUMMYHUK3185M,650000001724630311M,010000001069027811F
DUMMYHUK4377M,DUMMYHUK33M,DUMMYHUK3885F
010000001207914211F,650000006004537511M,010000001150983311F
010000001227788111F,650000013227733611M,010000001154401511F
DUMMYHUK2574M,650000012218557311M,010000001015386211F
DUMMYHUK1843M,650000000202004911M,010000000861668811F
010000001182087611F,650000012205684611M,010000001071566211F
DUMMYHUK3033F,650000001802389211M,010000001071566211F
DUMMYHUK3178M,650000001802389211M,010000001071566211F
010000001188585311F,650000000201460711M,010000001132931811F
010000001171653711F,650000000227204411M,010000001132931811F
DUMMYHUK4020F,650000006392772311M,010000001200047211F
DUMMYHUK4592F,DUMMYHUK34M,010000001248321711F
DUMMYHUK4145M,650000013598410911M,010000001194067011F
DUMMYHUK3536M,600000034661272411M,010000001159338411F
DUMMYHUK3924M,010000000062249211M,010000001195360611F
DUMMYHUK4408M,DUMMYHUK33M,DUMMYHUK3908F
200000000335767811F,200000000021851711M,DUMMYHUK67F
200000000366189011F,200000000026307511M,DUMMYHUK422F
DUMMYHUK164F,200000000021851711M,DUMMYHUK422F
DUMMYHUK176F,200000000023148111M,DUMMYHUK166F
DUMMYHUK1155M,640000000033757811M,010000000803979611F
DUMMYHUK1284M,640000000034589511M,010000000803979611F
DUMMYHUK1615M,630000031641972111M,010000000805073711F
DUMMYHUK995M,640000000038362211M,010000000805073711F
010000000851678111F,650000000190501711M,010000000796188011F
200000000401374611F,200000000029948711M,010000000312927611F
DUMMYHUK1401F,650000000207829011M,010000000818958611F
DUMMYHUK3549F,DUMMYHUK56M,010000001113933511F
DUMMYHUK2753F,650000001715473711M,010000001004018711F
DUMMYHUK3118M,640000000536434311M,010000001118732411F
DUMMYHUK3308M,640000000514504111M,010000001118732411F
010000001176068011F,630000078998045011M,010000001133839211F
DUMMYHUK3683M,DUMMYHUK56M,010000001147483911F
DUMMYHUK2631M,650000000218827211M,010000001045329511F
010000001150983311F,650000001802389211M,010000001071567611F
DUMMYHUK2927F,720006105101208111M,010000001026934411F
010000001069027811F,010000000046116511M,010000001026934411F
DUMMYHUK3052F,710000569200023211M,010000001026934411F
010000001162682711F,710000569200023211M,010000001124205811F
DUMMYHUK4263M,DUMMYHUK56M,010000001124205811F
DUMMYHUK3646M,010000000061448511M,010000001137958711F
010000000540796611F,640000000032077211M,200000000447203411F
010000000683168811F,010000000039843911M,010000000601386011F
DUMMYHUK688F,120000000000076411M,01000000009542881CF
DUMMYHUK572M,640000000036296511M,010000000673645411F
DUMMYHUK878M,120000000000076411M,010000000688264011F
010000000790901511F,120000000000106811M,010000000688264011F
010000000741939011F,640000000034026011M,010000000688264011F
DUMMYHUK941F,650000000191005311M,010000000762418411F
DUMMYHUK1269M,640000000036316211M,010000000763846011F
010000000871718011F,640000000033255411M,010000000786888611F
200000000359761611F,200000000033568911M,200000000292581211F
DUMMYHUK3681M,010000000062533111M,010000001160217211F
010000001249331411F,650000013598410911M,010000001187608011F
DUMMYHUK2789M,650000012235831311M,010000001071565911F
DUMMYHUK1671M,630000031641972111M,010000000841441111F
010000000650796611F,010000000039517311M,010000000404154811F
DUMMYHUK2544M,010000000057682611M,010000001004018711F
DUMMYHUK2940M,010000000057345011M,010000001004018711F
DUMMYHUK3515F,DUMMYHUK56M,010000001105439811F
DUMMYHUK4589M,DUMMYHUK31M,010000001205004211F
010000001105966711F,650000001715473711M,010000001069447111F
DUMMYHUK2861M,010000000057345011M,010000001069447111F
DUMMYHUK3937F,650000006392772311M,010000001110183111F
010000001178938311F,650000000227204411M,010000001124205811F
DUMMYHUK3456M,650000013577802311M,010000001137958711F
DUMMYHUK368F,640000000032762411M,200000000447203411F
010000000701769811F,640000000034704511M,010000000551135011F
010000000614751811F,010000000040262511M,010000000559294811F
200000000735674411F,200000000039448111M,010000000601386011F
DUMMYHUK466F,640000000034286011M,010000000650796611F
010000000810081411F,640000000030579411M,01000000009542881CF
010000000763627811F,640000000035790711M,010000000673645411F
010000000764358211F,640000000034351411M,010000000673645411F
010000000759774211F,640000000034351411M,010000000673645411F
DUMMYHUK1130M,630000031165144311M,010000000763846011F
010000000821361911F,640000000032110111M,010000000784638511F
DUMMYHUK278F,200000000035286111M,010000000423205411F
DUMMYHUK1865M,650000000210329711M,010000000897698611F
DUMMYHUK1832M,640000000037990611M,010000000871717611F
DUMMYHUK3765M,DUMMYHUK56M,010000001112790911F
DUMMYHUK481F,640000000033767911M,200000000597492211F
010000000673646011F,010000000039517311M,010000000588374011F
200000000259482811F,200000000021851711M,DUMMYHUK140F
DUMMYHUK550M,640000000033255411M,010000000709588811F
DUMMYHUK634M,120000000000106811M,010000000709588811F
DUMMYHUK659F,120000000000106811M,010000000763847611F
010000000837071411F,640000000032357411M,010000000803979611F
010000000643575011F,010000000040262511M,010000000551135011F
010000000728253011F,640000000033879411M,010000000551135011F
010000000805073511F,120000000000106811M,010000000688264011F
DUMMYHUK1009M,640000000038362211M,010000000763846011F
DUMMYHUK1201F,650000000190501711M,010000000809355711F
DUMMYHUK1819M,010000000042560511M,010000000871716811F
DUMMYHUK2236F,630000083938054611M,010000000871717511F
010000000982468911F,630000079054553211M,010000000936283211F
DUMMYHUK125F,DUMMYHUK1M,*
010000000988156911F,120000000000298411M,010000000898967611F
DUMMYHUK2219M,120000000000298411M,010000000898967611F
DUMMYHUK246F,DUMMYHUK41M,*
010000000985697511F,120000000000298411M,010000000880109311F
DUMMYHUK2102F,630000079054553211M,010000000893468511F
010000001070212911F,710000569502684311M,010000001024614011F
DUMMYHUK4037M,650000013296773411M,010000001180979311F
DUMMYHUK1649M,630000031834081011M,010000000883912211F
010000001009819811F,010000000056944611M,010000000968694011F
010000001050116511F,010000000058237411M,010000000965025611F
DUMMYHUK3528M,650000006004537511M,010000001158277111F
010000000921211411F,120000000000283611M,010000000851678711F
DUMMYHUK3145M,640000000536434311M,010000001091278111F
DUMMYHUK4371M,DUMMYHUK111M,010000001110183111F
010000000738094811F,640000000035790711M,200000000532524611F
200000000709588011F,200000000038816111M,010000000601386011F
010000000763845811F,640000000034351411M,010000000684794411F
DUMMYHUK807F,650000000188908511M,010000000673645411F
DUMMYHUK665M,640000000036485911M,010000000673645411F
DUMMYHUK588F,640000000033255411M,010000000688264011F
010000000801922311F,640000000036668611M,010000000718950011F
DUMMYHUK907M,630000031165144311M,010000000763846011F
DUMMYHUK1496M,630000031641972111M,010000000809355711F
010000000897699711F,120000000000283611M,010000000832588811F
DUMMYHUK2724F,650000000225898311M,010000001008849111F
010000001209880411F,650000006225339411M,010000001171653011F
010000001082243311F,010000000058695011M,010000001010718011F
010000000965025411F,640000000033757811M,010000000874844611F
DUMMYHUK2064M,600000002014002611M,010000000946295111F
010000001011226811F,630000083938054611M,010000000922946811F
DUMMYHUK2488M,*,010000000965027011F
010000001134835511F,010000000057345011M,010000001050116211F
DUMMYHUK2187M,630000011111639311M,010000000917151211F
DUMMYHUK2295M,720000090801767011M,010000000960268411F
DUMMYHUK2348M,720000090801767011M,010000000966696411F
010000000966695511F,650000000202004911M,010000000893470311F
DUMMYHUK2395M,720000111503103811M,010000000878131411F
010000001130107011F,650000001712414711M,010000000988706611F
DUMMYHUK3997M,010000000063130811M,010000001196838011F
DUMMYHUK2387F,720000090801767011M,010000000895531411F
010000001127199411F,010000000057345011M,010000001086966011F
DUMMYHUK1967M,630000079054553211M,010000000936283911F
010000000805073011F,650000000189806011M,010000000763846011F
DUMMYHUK1406F,120000000000283611M,010000000786888611F
010000000991507011F,630000079054553211M,010000000871717511F
DUMMYHUK2087F,640000000037650411M,010000000917151411F
DUMMYHUK2218M,630000083938054611M,010000000938499711F
DUMMYHUK2417M,720000111503103811M,010000000905265411F
010000001029859111F,650000000229747311M,010000000895531811F
DUMMYHUK1564M,650000000208938111M,010000000878348211F
DUMMYHUK2356M,720000090801767011M,010000000965026411F
010000000965026811F,650000000220330611M,010000000895531711F
DUMMYHUK2263M,630000083137519511M,010000000949850111F
DUMMYHUK2192M,630000083938054611M,010000000966696311F
DUMMYHUK2172M,120000000000411811M,010000000895531611F
DUMMYHUK2001M,650000000218300711M,010000000940445011F
010000000982468811F,650000000218300711M,010000000940444811F
DUMMYHUK3909F,DUMMYHUK56M,010000001144299311F
010000001005268411F,710000149000028411M,010000000877132211F
DUMMYHUK310F,200000000035345111M,DUMMYHUK268F
DUMMYHUK2971M,650000000228486311M,010000001074384011F
DUMMYHUK2791F,650000012235831311M,010000000966696211F
010000000395006411F,640000000029403311M,200000000270498411F
010000001069447411F,720000090901588111M,010000000942494311F
DUMMYHUK1871M,650000000202004911M,010000000853596611F
DUMMYHUK3358M,640000000514504111M,010000001143985511F
DUMMYHUK1417M,630000096025066611M,010000000855013511F
DUMMYHUK2301M,630000011031407311M,010000000938499011F
DUMMYHUK2123F,DUMMYHUK83M,010000000946295711F
DUMMYHUK2180M,010000000056944611M,010000000942495211F
200000000465136411F,200000000034920111M,200000000321329211F
010000001032613511F,630000011031407311M,010000000924984711F
DUMMYHUK2390M,DUMMYHUK7M,010000000985218911F
DUMMYHUK254F,200000000033417111M,*
DUMMYHUK217F,DUMMYHUK42M,*
DUMMYHUK266F,640000000029421311M,*
DUMMYHUK202F,DUMMYHUK101M,*
DUMMYHUK3462M,650000006164301611M,010000001152745511F
DUMMYHUK1687M,630000032082524211M,010000000878347911F
DUMMYHUK1617M,650000000208938111M,010000000881196311F
010000001032970611F,720000111503103811M,010000000898967511F
DUMMYHUK2657F,650000000218827211M,010000000962371611F
010000000917151211F,630000077532851411M,010000000873841811F
DUMMYHUK3787M,650000013555625211M,010000001187215711F
DUMMYHUK1684M,640000000033877811M,010000000874845711F
DUMMYHUK2404M,720000090801767011M,010000000968694011F
DUMMYHUK2287F,650000000228954811M,010000000958084911F
DUMMYHUK2028M,600000101116469011M,010000000852136311F
DUMMYHUK2708M,650000012235831311M,010000001052629011F
DUMMYHUK1464F,650000000207829011M,010000000860067711F
DUMMYHUK2173F,630000083938054611M,010000000922946911F
010000001210776511F,650000006189496611M,010000001148427811F
010000001004563411F,650000000225721211M,010000000917148811F
DUMMYHUK2362M,720000111503103811M,010000000988706711F
010000000616354811F,640000000033201211M,010000000439280611F
010000001004018711F,710000149000028411M,010000000893468811F
DUMMYHUK2258M,650000000225721211M,010000000893469911F
010000001194928111F,600000034661272411M,010000001084820111F
DUMMYHUK4141F,650000013598410911M,010000001171720411F
010000001157817711F,640000000536434311M,010000001011792911F
DUMMYHUK1627M,630000031641972111M,010000000855013511F
010000000895531111F,010000000043267111M,010000000853596911F
DUMMYHUK2638M,010000000058695011M,010000000960268011F
010000001105439811F,650000000225898311M,010000001032613411F
010000001144299311F,650000013182383311M,010000001085251011F
010000001150169811F,600000057889174811M,010000001072406011F
DUMMYHUK2086M,600000101116469011M,010000000924984711F
DUMMYHUK1686M,640000000033339111M,010000000854530111F
010000001110759711F,010000000059827811M,010000001050116411F
DUMMYHUK2904M,650000000229635411M,010000001070209411F
DUMMYHUK3472M,DUMMYHUK56M,010000001114936211F
DUMMYHUK4569F,DUMMYHUK31M,010000001190950411F
DUMMYHUK3019M,650000001805491811M,010000001103190911F
